image_path,dataset_source,split,folder_label,super_label,is_skin,image_quality,brightness_mean,contrast_std,width,height,needs_review,label_source,label_status,human_verified
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-131.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,173.82,20.77,720,483,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-19.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,165.79,20.98,720,469,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-23.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,178.05,24.71,720,481,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-24.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,149.33,19.08,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-27.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,153.35,21.05,720,481,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-28.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,167.46,21.64,720,470,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-3.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,166.27,11.04,720,477,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-38.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,92.59,21.94,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-41.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,95.29,21.25,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-45.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,96.28,21.46,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-48.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,116.77,15.92,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-5.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,168.76,23.95,720,474,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-50.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,69.87,12.41,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-53.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,151.54,25.01,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-54.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,143.01,14.39,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-58.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,136.09,17.77,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-59.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,114.88,16.39,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-60.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,112.94,21.91,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-64.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,113.64,24.10,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-67.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,121.34,16.16,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-71.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,100.61,21.35,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-72.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,165.16,19.81,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-74.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,118.06,25.92,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-79.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,135.02,25.73,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-8.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,158.88,17.06,720,465,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-83.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,150.50,22.76,720,469,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-84.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,173.23,17.35,720,487,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-86.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,170.13,18.63,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-87.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,168.80,22.62,720,486,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-88.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,198.53,22.01,720,482,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-89.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,178.43,21.56,720,483,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-9.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,160.28,21.97,720,468,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-92.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,178.60,20.12,720,488,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-95.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,152.92,21.19,720,475,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-96.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,150.19,19.64,720,485,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-100.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,140.07,19.23,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-103.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,132.02,14.52,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-106.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,136.20,23.27,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-108.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,106.66,15.23,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-11.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,152.42,14.44,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-112.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,131.40,23.99,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-117.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,149.94,15.14,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-118.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,113.18,23.43,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-119.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,117.83,16.95,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-12.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,130.50,17.39,720,470,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-120.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,145.62,25.92,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-121.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,158.91,15.12,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-123.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,97.73,14.05,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-125.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,132.77,13.54,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-127.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,152.11,24.37,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-128.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,108.26,22.96,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-131.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,140.45,20.64,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-132.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,141.98,22.77,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-133.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,166.60,13.69,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-134.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,84.04,14.64,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-136.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,136.16,16.82,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-138.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,119.58,24.45,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-139.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,116.75,15.73,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-14.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,153.81,23.40,720,504,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-141.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,162.45,22.91,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-144.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,155.73,15.04,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-146.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,119.52,23.54,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-147.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,105.57,10.23,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-148.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,127.17,18.04,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-15.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,143.34,19.76,720,474,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-151.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,155.80,17.12,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-154.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,156.98,14.29,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-156.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,113.25,24.14,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-163.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,136.75,25.81,720,473,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-167.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,184.79,17.11,720,468,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-169.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,145.19,17.29,720,468,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-172.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,171.21,19.65,720,467,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-173.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,188.63,14.20,720,475,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-18.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,157.80,24.44,720,464,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-182.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,115.54,15.33,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-183.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,98.35,16.17,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-19.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,132.22,24.70,720,477,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-21.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,83.51,23.71,720,482,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-24.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,174.27,14.97,720,470,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-30.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,146.59,17.20,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-33.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,167.16,18.17,720,473,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-35.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,180.25,16.35,720,474,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-82.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,129.71,9.73,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-83.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,142.84,16.24,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-84.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,155.78,22.56,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-85.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,143.69,23.28,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-87.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,148.68,16.03,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-88.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,148.68,16.03,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-93.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,148.31,10.22,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-95.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,107.03,17.55,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-96.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,124.77,13.29,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-1.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,161.58,20.91,720,507,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-11.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,128.06,22.93,720,458,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-13.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,159.25,21.84,720,476,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-14.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,134.40,22.01,720,471,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-145.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,154.26,24.87,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-146.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,116.47,17.94,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-17.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,159.44,15.15,720,473,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-18.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,152.55,10.82,720,471,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-20.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,157.66,13.98,720,482,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-21.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,142.39,18.35,720,481,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-24.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,156.05,19.66,720,477,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-25.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,156.00,22.99,720,468,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-28.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,139.01,14.73,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-30.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,149.72,16.64,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-35.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,118.01,10.00,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-37.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,124.80,10.70,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-38.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,116.45,23.71,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-40.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,138.35,13.01,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-41.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,118.46,24.25,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-42.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,101.84,23.08,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-45.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,174.79,16.15,720,599,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-48.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,131.18,24.65,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-49.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,poor,119.85,11.97,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-5.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,165.14,21.82,720,487,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-50.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,135.58,20.01,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-54.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,133.71,18.19,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-55.jpg,archive (1),train,Seborrheic Keratoses and other Benign Tumors,benign_tumor,yes,fair,129.56,24.37,720,480,no,folder_inference,auto_complete,no
